City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,meppel,52.6958,6.1944,13.88,66,57,0.89,NL,1680198643
297,agadez,19.75,10.25,26.15,10,49,3.65,NE,1680198644
298,beringovskiy,63.05,179.3167,-14.96,92,51,4.79,RU,1680198644
299,samarkand,39.6542,66.9597,14.68,72,34,3.09,UZ,1680198644
300,urengoy,65.9667,78.3667,-23.89,98,46,3.94,RU,1680198644
301,roebourne,-20.7833,117.1333,27.29,79,9,3.35,AU,1680198644
302,leh,34.1667,77.5833,-5.19,68,56,1.1,IN,1680198334
303,laguna,38.421,-121.4238,11.83,77,100,0.45,US,1680198644
304,rauma,61.1272,21.5113,-2.98,84,36,0.97,FI,1680198645
305,sorland,67.667,12.6934,1.92,58,91,11.17,NO,1680198645
306,mount gambier,-37.8333,140.7667,12.1,89,39,1.65,AU,1680198645
307,tevaitoa,-16.7833,-151.5,27.57,74,89,4.9,PF,1680198645
308,dikson,73.5069,80.5464,-24.65,100,80,3.98,RU,1680198646
309,andenes,69.3143,16.1194,0.52,74,75,10.29,NO,1680198646
310,grand-santi,4.25,-54.3833,28.51,75,76,1.94,GF,1680198646
311,comodoro rivadavia,-45.8667,-67.5,9.92,66,40,7.72,AR,1680198646
312,bemidji,47.4736,-94.8803,0.87,43,0,2.06,US,1680198646
313,gallup,35.5281,-108.7426,10.91,28,0,14.4,US,1680198646
314,yulara,-25.2406,130.9889,20.18,53,94,7.48,AU,1680198646
315,anta,25.15,76.3,23.03,55,65,4.23,IN,1680198646
316,thalgau,47.8333,13.25,10.42,95,75,4.12,AT,1680198646
317,iquitos,-3.7481,-73.2472,30.02,79,75,2.06,PE,1680198580
318,port keats,-14.25,129.55,26.12,79,100,1.19,AU,1680198647
319,bilma,18.6853,12.9164,29.25,7,43,5.05,NE,1680198647
320,port blair,11.6667,92.75,28.02,83,40,1.03,IN,1680198647
321,tubuala,9.5167,-79.0333,26.43,78,27,9.1,PA,1680198647
322,polunochnoye,60.8697,60.4153,-4.91,92,97,3.2,RU,1680198647
323,saint anthony,45.0205,-93.218,1.48,52,75,4.12,US,1680198647
324,ambunti,-4.2365,142.8448,23.27,99,100,0.77,PG,1680198647
325,flinders,-34.5833,150.8552,15.1,69,9,1.34,AU,1680198647
326,marfino,55.7028,37.3822,1.95,86,75,5.0,RU,1680198647
327,honningsvag,70.9821,25.9704,-2.14,93,100,5.66,NO,1680198647
328,tura,25.5198,90.2201,19.65,74,16,1.78,IN,1680198648
329,san-pedro,4.7485,-6.6363,27.34,73,100,1.79,CI,1680198648
330,rolla,37.9514,-91.7713,17.08,42,75,8.23,US,1680198482
331,sandviken,60.6167,16.7667,-1.35,50,56,1.2,SE,1680198648
332,serra,-20.1286,-40.3078,32.48,51,0,6.69,BR,1680198405
333,monsenhor gil,-5.5642,-42.6078,30.03,67,68,0.94,BR,1680198648
334,catalao,-18.1658,-47.9464,29.24,34,4,0.85,BR,1680198648
335,coquimbo,-29.9533,-71.3436,20.85,64,0,6.69,CL,1680198648
336,airai,-8.9266,125.4092,14.52,94,100,1.5,TL,1680198648
337,birao,10.2849,22.7882,31.09,12,63,2.73,CF,1680198648
338,vestmanna,62.1564,-7.1664,6.51,100,100,6.69,FO,1680198648
339,svebolle,55.6518,11.2866,9.52,96,100,6.43,DK,1680198648
340,soe,-9.8607,124.284,18.38,94,100,1.8,ID,1680198648
341,debre zeyit,8.75,38.9833,19.63,84,88,1.35,ET,1680198649
342,phalombe,-15.8064,35.6507,19.29,96,63,0.54,MW,1680198649
343,marsa matruh,31.3525,27.2453,15.11,44,40,5.14,EG,1680198649
344,koundara,12.4833,-13.3,39.95,12,0,1.81,GN,1680198649
345,whitehorse,60.7161,-135.0538,-2.17,67,100,1.03,CA,1680198622
346,waipawa,-41.4122,175.5153,10.48,95,99,2.69,NZ,1680198649
347,hambantota,6.1241,81.1185,24.51,89,19,1.29,LK,1680198649
348,mahibadhoo,3.7833,72.9667,27.93,75,96,3.18,MV,1680198649
349,marhaura,25.9667,84.8667,28.96,19,85,3.2,IN,1680198649
350,burns lake,54.2331,-125.7533,-1.32,73,92,1.77,CA,1680198649
351,brae,60.3964,-1.353,8.1,92,92,3.02,GB,1680198649
352,aykhal,66.0,111.5,-19.63,98,100,5.23,RU,1680198649
353,kyren,51.6828,102.1408,2.92,65,84,1.77,RU,1680198649
354,pisticci,40.3906,16.5568,13.69,72,89,0.77,IT,1680198649
355,kampot,10.6167,104.1833,28.03,83,100,2.35,KH,1680198649
356,ayan,56.45,138.1667,-7.36,93,96,2.89,RU,1680198650
357,lexington,37.9887,-84.4777,16.62,39,0,3.6,US,1680198242
358,pontes e lacerda,-15.2261,-59.3353,30.82,61,77,0.8,BR,1680198650
359,palmer,42.1584,-72.3287,4.73,22,20,8.23,US,1680198650
360,sao felix do xingu,-6.6447,-51.995,28.84,74,90,1.35,BR,1680198650
361,pyryatyn,50.2445,32.5107,1.86,65,2,4.18,UA,1680198650
362,tonkino,57.3726,46.4629,2.88,85,100,4.68,RU,1680198650
363,yumen,40.2833,97.2,8.89,13,35,4.23,CN,1680198650
